frame,range_bin,doppler_bin,angle_rad,snr
0.000000,115.000000,4.000000,-0.201358,74.435837
2.000000,138.000000,9.000000,0.201358,96.306732
2.000000,140.000000,9.000000,-0.000000,96.325706
2.000000,137.000000,9.000000,-0.643501,96.402779
2.000000,131.000000,8.000000,-0.411517,101.087585
2.000000,130.000000,8.000000,0.000000,101.040634
2.000000,133.000000,8.000000,-0.000000,101.166542
2.000000,134.000000,8.000000,-0.000000,101.162094
2.000000,96.000000,8.000000,0.000000,101.253296
2.000000,94.000000,8.000000,0.000000,101.187454
2.000000,126.000000,8.000000,-0.643501,101.086502
2.000000,125.000000,8.000000,0.000000,100.915634
2.000000,149.000000,9.000000,0.927295,96.541908
2.000000,91.000000,8.000000,-0.643501,101.207520
2.000000,117.000000,8.000000,-0.927295,101.198624
2.000000,116.000000,8.000000,-0.927295,101.180664
2.000000,111.000000,8.000000,-0.000000,101.186920
2.000000,110.000000,8.000000,-0.000000,101.202507
2.000000,109.000000,8.000000,-0.643501,101.200180
2.000000,108.000000,8.000000,0.000000,101.107841
2.000000,107.000000,8.000000,-0.000000,101.125336
2.000000,106.000000,8.000000,-0.000000,101.202820
2.000000,105.000000,8.000000,-0.927295,101.168823
2.000000,104.000000,8.000000,-0.000000,101.090858
2.000000,103.000000,8.000000,-0.000000,101.088196
2.000000,93.000000,8.000000,-0.201358,101.061798
2.000000,92.000000,8.000000,-0.927295,101.077194
2.000000,102.000000,8.000000,-0.411517,101.158852
2.000000,101.000000,8.000000,-0.643501,101.150291
2.000000,100.000000,8.000000,0.000000,101.054466
2.000000,99.000000,8.000000,-0.000000,101.037903
2.000000,98.000000,8.000000,-0.000000,101.227318
2.000000,95.000000,8.000000,0.000000,101.239609
2.000000,90.000000,8.000000,-1.570796,101.261414
2.000000,149.000000,8.000000,-0.000000,101.752899
2.000000,148.000000,8.000000,-0.411517,101.435059
2.000000,147.000000,8.000000,0.000000,101.417892
2.000000,146.000000,8.000000,-0.000000,101.477173
2.000000,145.000000,8.000000,-0.201358,101.321404
2.000000,144.000000,8.000000,-0.000000,101.291687
2.000000,143.000000,8.000000,-0.000000,101.541313
2.000000,142.000000,8.000000,-0.411517,101.543961
2.000000,141.000000,8.000000,-0.000000,101.485741
2.000000,139.000000,8.000000,-0.000000,101.437065
2.000000,138.000000,8.000000,-0.411517,101.553055
2.000000,137.000000,8.000000,-0.643501,101.621658
2.000000,136.000000,8.000000,0.000000,101.500847
2.000000,135.000000,8.000000,0.201358,101.368217
2.000000,132.000000,8.000000,0.201358,101.292938
2.000000,129.000000,8.000000,-0.000000,101.399269
2.000000,128.000000,8.000000,-0.000000,101.546104
2.000000,127.000000,8.000000,-0.411517,101.324425
2.000000,124.000000,8.000000,-0.411517,101.261520
2.000000,123.000000,8.000000,0.643501,101.504028
2.000000,122.000000,8.000000,-0.201358,101.265533
2.000000,121.000000,8.000000,-0.643501,101.395538
2.000000,120.000000,8.000000,-0.000000,101.452591
2.000000,119.000000,8.000000,-0.000000,101.373711
2.000000,118.000000,8.000000,-0.201358,101.402214
2.000000,115.000000,8.000000,-0.000000,101.319366
2.000000,114.000000,8.000000,-0.411517,101.288513
2.000000,113.000000,8.000000,-0.411517,101.597244
2.000000,112.000000,8.000000,0.000000,101.465637
2.000000,97.000000,8.000000,0.201358,101.345047
2.000000,140.000000,8.000000,-0.000000,101.528961
3.000000,128.000000,9.000000,0.201358,96.320824
3.000000,143.000000,9.000000,-0.201358,96.376076
3.000000,138.000000,9.000000,0.201358,96.387230
3.000000,106.000000,8.000000,-0.000000,101.163910
3.000000,125.000000,8.000000,0.000000,100.890076
3.000000,126.000000,8.000000,0.201358,101.145790
3.000000,93.000000,8.000000,-0.000000,101.058563
3.000000,103.000000,8.000000,-0.643501,101.102943
3.000000,108.000000,8.000000,0.643501,101.146675
3.000000,107.000000,8.000000,0.643501,101.113411
3.000000,94.000000,8.000000,-0.000000,101.102966
3.000000,105.000000,8.000000,0.201358,101.155426
3.000000,133.000000,8.000000,-0.927295,101.159653
3.000000,134.000000,8.000000,-0.201358,101.139656
3.000000,101.000000,8.000000,-0.000000,101.154129
3.000000,100.000000,8.000000,0.201358,100.996048
3.000000,104.000000,8.000000,0.000000,101.109833
3.000000,99.000000,8.000000,0.000000,101.054268
3.000000,92.000000,8.000000,-0.000000,101.165810
3.000000,149.000000,9.000000,-0.201358,96.401299
3.000000,130.000000,8.000000,-0.927295,101.140121
3.000000,102.000000,8.000000,-0.000000,101.185226
3.000000,98.000000,8.000000,-0.000000,101.301773
3.000000,96.000000,8.000000,-0.927295,101.308907
3.000000,95.000000,8.000000,-0.643501,101.253586
3.000000,131.000000,8.000000,0.643501,101.194481
3.000000,124.000000,8.000000,0.000000,101.252838
3.000000,117.000000,8.000000,-0.927295,101.205048
3.000000,116.000000,8.000000,0.000000,101.202278
3.000000,114.000000,8.000000,-0.643501,101.222343
3.000000,111.000000,8.000000,-0.000000,101.288918
3.000000,110.000000,8.000000,-0.927295,101.243149
3.000000,109.000000,8.000000,-0.643501,101.283386
3.000000,122.000000,8.000000,0.201358,101.266846
3.000000,90.000000,8.000000,-0.000000,101.315475
3.000000,149.000000,8.000000,0.927295,101.670525
3.000000,148.000000,8.000000,0.643501,101.361717
3.000000,147.000000,8.000000,-0.201358,101.435234
3.000000,146.000000,8.000000,-0.927295,101.496696
3.000000,145.000000,8.000000,-0.000000,101.329025
3.000000,144.000000,8.000000,-0.000000,101.358360
3.000000,143.000000,8.000000,0.000000,101.597275
3.000000,142.000000,8.000000,-0.000000,101.516472
3.000000,141.000000,8.000000,-0.643501,101.397011
3.000000,140.000000,8.000000,-0.000000,101.392868
3.000000,139.000000,8.000000,0.927295,101.437698
3.000000,138.000000,8.000000,-0.643501,101.624344
3.000000,91.000000,8.000000,-0.927295,101.324104
3.000000,136.000000,8.000000,0.000000,101.518799
3.000000,135.000000,8.000000,-0.000000,101.404800
3.000000,132.000000,8.000000,0.927295,101.331802
3.000000,129.000000,8.000000,-0.643501,101.431068
3.000000,128.000000,8.000000,-0.000000,101.551888
3.000000,127.000000,8.000000,-0.643501,101.344467
3.000000,123.000000,8.000000,-0.000000,101.569176
3.000000,121.000000,8.000000,0.643501,101.422470
3.000000,120.000000,8.000000,-0.000000,101.535110
3.000000,119.000000,8.000000,-0.000000,101.455727
3.000000,118.000000,8.000000,-0.000000,101.437515
3.000000,115.000000,8.000000,-0.000000,101.331329
3.000000,113.000000,8.000000,0.643501,101.585320
3.000000,112.000000,8.000000,-0.411517,101.577431
3.000000,97.000000,8.000000,-0.000000,101.381233
3.000000,137.000000,8.000000,-0.643501,101.584114
4.000000,137.000000,9.000000,-0.643501,96.439621
4.000000,136.000000,9.000000,0.000000,96.464355
4.000000,139.000000,9.000000,-0.000000,96.497055
4.000000,125.000000,8.000000,-0.000000,100.924438
4.000000,126.000000,8.000000,0.000000,101.012428
4.000000,138.000000,9.000000,0.643501,96.533821
4.000000,130.000000,8.000000,-0.000000,101.044220
4.000000,114.000000,8.000000,-0.927295,101.212303
4.000000,108.000000,8.000000,0.000000,101.093987
4.000000,107.000000,8.000000,-0.000000,101.172485
4.000000,106.000000,8.000000,0.201358,101.187523
4.000000,105.000000,8.000000,-0.643501,101.211090
4.000000,100.000000,8.000000,-0.000000,101.151634
4.000000,99.000000,8.000000,-0.643501,101.100296
4.000000,95.000000,8.000000,0.643501,101.191757
4.000000,131.000000,8.000000,-0.000000,101.120811
4.000000,90.000000,8.000000,0.000000,101.227371
4.000000,129.000000,8.000000,-0.643501,101.365318
4.000000,132.000000,8.000000,-0.927295,101.349899
4.000000,91.000000,8.000000,0.201358,101.350525
4.000000,134.000000,8.000000,-0.643501,101.248428
4.000000,135.000000,8.000000,-0.643501,101.483261
4.000000,136.000000,8.000000,0.000000,101.709000
4.000000,137.000000,8.000000,0.927295,101.694481
4.000000,138.000000,8.000000,-0.000000,101.654266
4.000000,139.000000,8.000000,-0.643501,101.629501
4.000000,140.000000,8.000000,-0.643501,101.476448
4.000000,141.000000,8.000000,-0.000000,101.367737
4.000000,142.000000,8.000000,-0.201358,101.488258
4.000000,143.000000,8.000000,0.643501,101.510765
4.000000,144.000000,8.000000,-0.411517,101.393913
4.000000,145.000000,8.000000,0.201358,101.445061
4.000000,146.000000,8.000000,0.201358,101.577721
4.000000,147.000000,8.000000,-0.643501,101.562668
4.000000,148.000000,8.000000,-0.927295,101.434593
4.000000,149.000000,8.000000,-0.643501,101.701775
4.000000,128.000000,8.000000,0.000000,101.473625
4.000000,127.000000,8.000000,0.643501,101.264259
4.000000,124.000000,8.000000,-0.201358,101.455856
4.000000,123.000000,8.000000,-0.643501,101.645691
4.000000,122.000000,8.000000,0.201358,101.244827
4.000000,121.000000,8.000000,-0.643501,101.265144
4.000000,120.000000,8.000000,0.643501,101.343529
4.000000,119.000000,8.000000,0.000000,101.336143
4.000000,118.000000,8.000000,0.201358,101.460106
4.000000,117.000000,8.000000,0.201358,101.300301
4.000000,116.000000,8.000000,-0.643501,101.280014
4.000000,115.000000,8.000000,-0.643501,101.410851
4.000000,113.000000,8.000000,0.201358,101.530159
4.000000,112.000000,8.000000,-0.927295,101.486015
4.000000,111.000000,8.000000,-0.000000,101.266388
4.000000,110.000000,8.000000,0.201358,101.293488
4.000000,109.000000,8.000000,0.643501,101.250000
4.000000,104.000000,8.000000,-0.000000,101.314423
4.000000,103.000000,8.000000,-0.643501,101.360558
4.000000,102.000000,8.000000,-0.201358,101.353363
4.000000,101.000000,8.000000,0.201358,101.258682
4.000000,98.000000,8.000000,-0.927295,101.246857
4.000000,97.000000,8.000000,-0.000000,101.438965
4.000000,96.000000,8.000000,0.927295,101.332191
4.000000,94.000000,8.000000,0.000000,101.232582
4.000000,93.000000,8.000000,-0.643501,101.319603
4.000000,92.000000,8.000000,-0.000000,101.378090
4.000000,133.000000,8.000000,-1.570796,101.242462
5.000000,146.000000,9.000000,-0.643501,96.301514
5.000000,139.000000,9.000000,0.927295,96.395203
5.000000,149.000000,9.000000,0.201358,96.392693
5.000000,136.000000,9.000000,-0.000000,96.427521
5.000000,125.000000,8.000000,0.000000,100.925224
5.000000,126.000000,8.000000,0.000000,100.827103
5.000000,130.000000,8.000000,0.000000,100.935013
5.000000,121.000000,8.000000,-0.643501,101.063324
5.000000,122.000000,8.000000,-0.201358,101.140762
5.000000,108.000000,8.000000,0.000000,100.959831
5.000000,107.000000,8.000000,-0.000000,101.049965
5.000000,106.000000,8.000000,0.000000,101.107864
5.000000,99.000000,8.000000,-0.000000,101.008400
5.000000,127.000000,8.000000,-0.927295,101.138588
5.000000,98.000000,8.000000,-0.000000,101.142471
5.000000,95.000000,8.000000,0.000000,101.123695
5.000000,131.000000,8.000000,-0.411517,101.011497
5.000000,133.000000,8.000000,-0.927295,101.145226
5.000000,132.000000,8.000000,0.201358,101.257217
5.000000,91.000000,8.000000,-0.643501,101.266876
5.000000,134.000000,8.000000,0.000000,101.194206
5.000000,135.000000,8.000000,0.000000,101.440742
5.000000,136.000000,8.000000,0.000000,101.683563
5.000000,137.000000,8.000000,-0.643501,101.553307
5.000000,138.000000,8.000000,-0.000000,101.473267
5.000000,139.000000,8.000000,-0.000000,101.565849
5.000000,140.000000,8.000000,-0.000000,101.404533
5.000000,141.000000,8.000000,-0.000000,101.317879
5.000000,142.000000,8.000000,-0.927295,101.489616
5.000000,143.000000,8.000000,-0.000000,101.498962
5.000000,144.000000,8.000000,-0.000000,101.406067
5.000000,145.000000,8.000000,0.000000,101.464012
5.000000,146.000000,8.000000,-0.000000,101.529076
5.000000,147.000000,8.000000,-0.411517,101.483101
5.000000,148.000000,8.000000,-0.411517,101.335686
5.000000,149.000000,8.000000,-0.000000,101.579254
5.000000,129.000000,8.000000,-0.000000,101.314491
5.000000,128.000000,8.000000,-0.000000,101.428268
5.000000,124.000000,8.000000,-0.643501,101.495163
5.000000,123.000000,8.000000,0.927295,101.566689
5.000000,120.000000,8.000000,0.000000,101.147530
5.000000,119.000000,8.000000,-0.000000,101.269089
5.000000,118.000000,8.000000,-0.643501,101.511620
5.000000,117.000000,8.000000,0.201358,101.359879
5.000000,116.000000,8.000000,-0.000000,101.224319
5.000000,115.000000,8.000000,-0.000000,101.360550
5.000000,114.000000,8.000000,-0.643501,101.151718
5.000000,113.000000,8.000000,0.000000,101.412682
5.000000,112.000000,8.000000,0.000000,101.369354
5.000000,111.000000,8.000000,-0.000000,101.153481
5.000000,110.000000,8.000000,-0.000000,101.232750
5.000000,109.000000,8.000000,-0.643501,101.199364
5.000000,105.000000,8.000000,-0.643501,101.190857
5.000000,104.000000,8.000000,-0.000000,101.348190
5.000000,103.000000,8.000000,-0.000000,101.418175
5.000000,102.000000,8.000000,-0.643501,101.288452
5.000000,101.000000,8.000000,-0.643501,101.200432
5.000000,100.000000,8.000000,-0.000000,101.175430
5.000000,97.000000,8.000000,-0.000000,101.399513
5.000000,96.000000,8.000000,0.201358,101.241501
5.000000,94.000000,8.000000,-0.000000,101.252426
5.000000,93.000000,8.000000,-0.643501,101.273262
5.000000,92.000000,8.000000,-0.643501,101.269516
5.000000,90.000000,8.000000,-0.643501,101.185776
6.000000,142.000000,9.000000,0.643501,96.280334
6.000000,143.000000,9.000000,-0.927295,96.293396
6.000000,137.000000,9.000000,0.927295,96.331688
6.000000,99.000000,8.000000,-0.927295,100.918678
6.000000,125.000000,8.000000,0.000000,100.949043
6.000000,126.000000,8.000000,-0.000000,100.901657
6.000000,136.000000,9.000000,0.000000,96.471840
6.000000,130.000000,8.000000,0.000000,101.000259
6.000000,111.000000,8.000000,-0.000000,101.098137
6.000000,108.000000,8.000000,0.927295,101.006416
6.000000,121.000000,8.000000,0.201358,101.092621
6.000000,122.000000,8.000000,-0.000000,101.093246
6.000000,107.000000,8.000000,0.643501,101.157509
6.000000,100.000000,8.000000,-0.000000,101.137032
6.000000,98.000000,8.000000,0.643501,101.067780
6.000000,96.000000,8.000000,-0.927295,101.156723
6.000000,95.000000,8.000000,-0.643501,101.113556
6.000000,133.000000,8.000000,0.000000,101.138428
6.000000,131.000000,8.000000,0.927295,101.025734
6.000000,90.000000,8.000000,-0.000000,101.160751
6.000000,129.000000,8.000000,-0.000000,101.340149
6.000000,91.000000,8.000000,-0.643501,101.298210
6.000000,128.000000,8.000000,-0.643501,101.424957
6.000000,134.000000,8.000000,0.000000,101.232819
6.000000,135.000000,8.000000,-0.000000,101.472054
6.000000,136.000000,8.000000,-0.000000,101.700226
6.000000,137.000000,8.000000,-0.643501,101.592445
6.000000,138.000000,8.000000,0.927295,101.454681
6.000000,139.000000,8.000000,0.927295,101.459419
6.000000,140.000000,8.000000,-0.000000,101.309990
6.000000,141.000000,8.000000,-0.000000,101.255447
6.000000,142.000000,8.000000,0.643501,101.519707
6.000000,143.000000,8.000000,0.927295,101.566887
6.000000,144.000000,8.000000,-0.000000,101.414368
6.000000,145.000000,8.000000,-0.000000,101.431915
6.000000,146.000000,8.000000,-0.643501,101.507347
6.000000,147.000000,8.000000,-0.201358,101.516243
6.000000,148.000000,8.000000,0.643501,101.349861
6.000000,149.000000,8.000000,0.201358,101.578888
6.000000,127.000000,8.000000,-0.000000,101.163948
6.000000,124.000000,8.000000,0.000000,101.504051
6.000000,123.000000,8.000000,-0.000000,101.606041
6.000000,120.000000,8.000000,-0.000000,101.207436
6.000000,119.000000,8.000000,-0.643501,101.207733
6.000000,118.000000,8.000000,-0.000000,101.419350
6.000000,117.000000,8.000000,-0.927295,101.296104
6.000000,116.000000,8.000000,0.000000,101.240891
6.000000,115.000000,8.000000,-0.000000,101.391968
6.000000,114.000000,8.000000,-0.000000,101.195625
6.000000,113.000000,8.000000,0.643501,101.446335
6.000000,112.000000,8.000000,-0.201358,101.334534
6.000000,110.000000,8.000000,-0.927295,101.208008
6.000000,109.000000,8.000000,-0.643501,101.196968
6.000000,106.000000,8.000000,-0.000000,101.190826
6.000000,105.000000,8.000000,-0.000000,101.207466
6.000000,104.000000,8.000000,0.201358,101.412102
6.000000,103.000000,8.000000,-0.411517,101.458221
6.000000,102.000000,8.000000,0.643501,101.223442
6.000000,101.000000,8.000000,-0.000000,101.189728
6.000000,97.000000,8.000000,0.643501,101.332680
6.000000,94.000000,8.000000,-0.000000,101.223640
6.000000,93.000000,8.000000,-0.000000,101.231018
6.000000,92.000000,8.000000,-0.643501,101.315842
6.000000,132.000000,8.000000,0.201358,101.226555
7.000000,140.000000,9.000000,0.000000,96.253693
7.000000,137.000000,9.000000,-0.411517,96.262276
7.000000,139.000000,9.000000,-0.201358,96.326660
7.000000,136.000000,9.000000,0.000000,96.321312
7.000000,126.000000,8.000000,0.643501,100.912506
7.000000,100.000000,8.000000,-0.000000,101.017212
7.000000,99.000000,8.000000,-0.643501,100.976982
7.000000,131.000000,8.000000,-0.643501,101.025543
7.000000,122.000000,8.000000,0.000000,101.022316
7.000000,125.000000,8.000000,-0.000000,101.025757
7.000000,107.000000,8.000000,-0.000000,101.218399
7.000000,108.000000,8.000000,-0.000000,101.205620
7.000000,109.000000,8.000000,0.643501,101.225845
7.000000,110.000000,8.000000,0.201358,101.217117
7.000000,111.000000,8.000000,-0.000000,101.182632
7.000000,112.000000,8.000000,0.201358,101.320251
7.000000,113.000000,8.000000,-0.643501,101.404915
7.000000,114.000000,8.000000,-0.643501,101.226784
7.000000,115.000000,8.000000,-0.927295,101.420372
7.000000,116.000000,8.000000,0.927295,101.271545
7.000000,117.000000,8.000000,0.201358,101.175613
7.000000,118.000000,8.000000,0.000000,101.206306
7.000000,119.000000,8.000000,-0.927295,101.094696
7.000000,120.000000,8.000000,-0.000000,101.151489
7.000000,121.000000,8.000000,-0.000000,101.078598
7.000000,106.000000,8.000000,0.201358,101.082016
7.000000,123.000000,8.000000,-0.643501,101.374542
7.000000,124.000000,8.000000,-0.000000,101.435593
7.000000,91.000000,8.000000,0.643501,101.319275
7.000000,105.000000,8.000000,0.201358,101.099731
7.000000,127.000000,8.000000,0.201358,101.237915
7.000000,128.000000,8.000000,-0.643501,101.481438
7.000000,129.000000,8.000000,-0.643501,101.331528
7.000000,130.000000,8.000000,-0.643501,101.043144
7.000000,104.000000,8.000000,-0.201358,101.297684
7.000000,132.000000,8.000000,-0.643501,101.192451
7.000000,133.000000,8.000000,-0.643501,101.103065
7.000000,134.000000,8.000000,-0.000000,101.080742
7.000000,135.000000,8.000000,-0.643501,101.259430
7.000000,136.000000,8.000000,0.000000,101.560036
7.000000,137.000000,8.000000,0.927295,101.478531
7.000000,138.000000,8.000000,-0.643501,101.416336
7.000000,139.000000,8.000000,-0.643501,101.510246
7.000000,140.000000,8.000000,0.201358,101.410912
7.000000,141.000000,8.000000,0.201358,101.352798
7.000000,142.000000,8.000000,0.643501,101.482330
7.000000,143.000000,8.000000,-0.927295,101.524139
7.000000,144.000000,8.000000,-0.643501,101.398750
7.000000,145.000000,8.000000,-0.643501,101.430763
7.000000,146.000000,8.000000,-0.000000,101.520355
7.000000,147.000000,8.000000,-0.643501,101.526436
7.000000,148.000000,8.000000,-0.927295,101.392113
7.000000,149.000000,8.000000,-0.201358,101.633667
7.000000,103.000000,8.000000,-0.201358,101.287842
7.000000,102.000000,8.000000,-0.643501,101.254250
7.000000,101.000000,8.000000,-0.643501,101.177269
7.000000,98.000000,8.000000,-0.201358,101.168945
7.000000,97.000000,8.000000,-0.000000,101.305328
7.000000,96.000000,8.000000,0.927295,101.186539
7.000000,95.000000,8.000000,0.201358,101.201080
7.000000,94.000000,8.000000,-0.643501,101.230820
7.000000,93.000000,8.000000,-0.643501,101.310112
7.000000,92.000000,8.000000,-0.000000,101.462395
7.000000,90.000000,8.000000,-0.201358,101.156906
8.000000,143.000000,9.000000,-0.000000,96.371368
8.000000,147.000000,9.000000,-0.000000,96.382584
8.000000,142.000000,9.000000,0.643501,96.397850
8.000000,149.000000,9.000000,0.927295,96.451309
8.000000,126.000000,8.000000,-0.643501,100.997246
8.000000,131.000000,8.000000,-0.411517,101.113007
8.000000,133.000000,8.000000,-0.000000,101.096123
8.000000,134.000000,8.000000,-0.000000,101.043449
8.000000,135.000000,8.000000,-0.000000,101.126335
8.000000,99.000000,8.000000,-0.000000,101.112427
8.000000,125.000000,8.000000,0.000000,101.121422
8.000000,100.000000,8.000000,0.000000,101.052696
8.000000,122.000000,8.000000,-0.201358,101.052521
8.000000,121.000000,8.000000,-0.643501,101.154541
8.000000,120.000000,8.000000,0.000000,101.169777
8.000000,119.000000,8.000000,-0.000000,101.005463
8.000000,117.000000,8.000000,0.000000,101.173798
8.000000,105.000000,8.000000,-0.643501,101.077415
8.000000,106.000000,8.000000,0.643501,101.084961
8.000000,118.000000,8.000000,-0.000000,101.113625
8.000000,90.000000,8.000000,0.201358,101.176697
8.000000,148.000000,8.000000,-0.411517,101.494736
8.000000,149.000000,8.000000,-0.000000,101.712173
8.000000,147.000000,8.000000,-0.643501,101.606049
8.000000,146.000000,8.000000,-0.000000,101.570717
8.000000,145.000000,8.000000,-0.201358,101.480667
8.000000,144.000000,8.000000,-0.000000,101.447998
8.000000,143.000000,8.000000,-0.000000,101.601654
8.000000,142.000000,8.000000,-0.643501,101.640701
8.000000,141.000000,8.000000,0.000000,101.546730
8.000000,91.000000,8.000000,0.643501,101.330360
8.000000,139.000000,8.000000,-0.927295,101.564949
8.000000,138.000000,8.000000,-0.643501,101.474487
8.000000,137.000000,8.000000,-0.643501,101.526749
8.000000,136.000000,8.000000,-0.000000,101.498070
8.000000,132.000000,8.000000,-0.000000,101.179741
8.000000,130.000000,8.000000,0.000000,101.239700
8.000000,129.000000,8.000000,-0.000000,101.386185
8.000000,128.000000,8.000000,-0.000000,101.389610
8.000000,127.000000,8.000000,-0.411517,101.216835
8.000000,124.000000,8.000000,-0.643501,101.474838
8.000000,123.000000,8.000000,-0.000000,101.354492
8.000000,116.000000,8.000000,-0.000000,101.337112
8.000000,115.000000,8.000000,-0.000000,101.505997
8.000000,114.000000,8.000000,-0.643501,101.262825
8.000000,113.000000,8.000000,0.201358,101.415543
8.000000,112.000000,8.000000,0.000000,101.383064
8.000000,111.000000,8.000000,-0.000000,101.309021
8.000000,110.000000,8.000000,-0.000000,101.337372
8.000000,109.000000,8.000000,0.000000,101.334549
8.000000,108.000000,8.000000,-0.000000,101.314583
8.000000,107.000000,8.000000,-0.643501,101.271271
8.000000,104.000000,8.000000,-0.000000,101.239601
8.000000,103.000000,8.000000,-0.000000,101.248764
8.000000,102.000000,8.000000,-0.411517,101.336777
8.000000,101.000000,8.000000,0.000000,101.260315
8.000000,98.000000,8.000000,-0.000000,101.386490
8.000000,97.000000,8.000000,-0.000000,101.521935
8.000000,96.000000,8.000000,-0.643501,101.411263
8.000000,95.000000,8.000000,0.000000,101.354408
8.000000,94.000000,8.000000,-0.000000,101.289787
8.000000,93.000000,8.000000,-0.000000,101.448082
8.000000,92.000000,8.000000,0.643501,101.570923
8.000000,140.000000,8.000000,0.000000,101.526840
9.000000,142.000000,9.000000,0.643501,96.380142
9.000000,147.000000,9.000000,-0.643501,96.411819
9.000000,149.000000,9.000000,-0.201358,96.554695
9.000000,146.000000,9.000000,-0.000000,96.390152
9.000000,126.000000,8.000000,-0.643501,100.969315
9.000000,119.000000,8.000000,-0.000000,101.013931
9.000000,134.000000,8.000000,-0.643501,101.066063
9.000000,135.000000,8.000000,-0.000000,101.153290
9.000000,133.000000,8.000000,-0.411517,101.074768
9.000000,132.000000,8.000000,0.927295,101.137352
9.000000,131.000000,8.000000,0.411517,101.068474
9.000000,106.000000,8.000000,0.643501,101.023689
9.000000,125.000000,8.000000,-0.643501,101.100143
9.000000,122.000000,8.000000,0.927295,101.071548
9.000000,121.000000,8.000000,0.201358,101.142967
9.000000,120.000000,8.000000,-0.643501,101.143707
9.000000,118.000000,8.000000,-0.000000,101.120300
9.000000,117.000000,8.000000,-0.927295,101.082626
9.000000,99.000000,8.000000,0.000000,101.124527
9.000000,100.000000,8.000000,0.000000,101.109894
9.000000,105.000000,8.000000,-0.000000,101.021370
9.000000,90.000000,8.000000,0.643501,101.168228
9.000000,149.000000,8.000000,0.927295,101.765160
9.000000,148.000000,8.000000,-0.000000,101.523018
9.000000,147.000000,8.000000,-0.000000,101.587952
9.000000,146.000000,8.000000,-0.411517,101.557083
9.000000,145.000000,8.000000,0.927295,101.442146
9.000000,144.000000,8.000000,0.927295,101.401390
9.000000,143.000000,8.000000,0.000000,101.500870
9.000000,142.000000,8.000000,-0.000000,101.540825
9.000000,141.000000,8.000000,-0.000000,101.479645
9.000000,91.000000,8.000000,-0.927295,101.253403
9.000000,139.000000,8.000000,-0.000000,101.578316
9.000000,138.000000,8.000000,-0.643501,101.490623
9.000000,137.000000,8.000000,-0.411517,101.539543
9.000000,136.000000,8.000000,-0.643501,101.485870
9.000000,130.000000,8.000000,0.000000,101.174812
9.000000,129.000000,8.000000,-0.000000,101.308640
9.000000,128.000000,8.000000,-0.000000,101.392990
9.000000,127.000000,8.000000,-0.927295,101.260178
9.000000,124.000000,8.000000,0.643501,101.502861
9.000000,123.000000,8.000000,0.000000,101.396408
9.000000,116.000000,8.000000,0.000000,101.251884
9.000000,115.000000,8.000000,-0.000000,101.455513
9.000000,114.000000,8.000000,-0.000000,101.256569
9.000000,113.000000,8.000000,0.643501,101.410858
9.000000,112.000000,8.000000,-1.570796,101.282867
9.000000,111.000000,8.000000,-0.643501,101.190361
9.000000,110.000000,8.000000,-0.643501,101.303596
9.000000,109.000000,8.000000,-0.643501,101.326172
9.000000,108.000000,8.000000,0.927295,101.258522
9.000000,107.000000,8.000000,0.643501,101.200035
9.000000,104.000000,8.000000,0.000000,101.179062
9.000000,103.000000,8.000000,-0.643501,101.219902
9.000000,102.000000,8.000000,-0.000000,101.323982
9.000000,101.000000,8.000000,-0.000000,101.246429
9.000000,98.000000,8.000000,-0.000000,101.346535
9.000000,97.000000,8.000000,-0.000000,101.446968
9.000000,96.000000,8.000000,-0.927295,101.333984
9.000000,95.000000,8.000000,-0.643501,101.289955
9.000000,94.000000,8.000000,-0.000000,101.242607
9.000000,93.000000,8.000000,-0.000000,101.428696
9.000000,92.000000,8.000000,-0.000000,101.496971
9.000000,140.000000,8.000000,0.643501,101.501854
